up_mid,up_name,video_count,total_view,total_like,total_coin,total_interaction,avg_view,avg_like_rate,top10_count
1455246930,混世小小魔王_,1,4760428,194052,49186,434871,4760428.0,0.0408,0
3546772968311318,糖柏虎-,1,4752164,281339,40119,419119,4752164.0,0.0592,1
1508510718,四十六游君,1,4749077,198923,48588,309897,4749077.0,0.0419,0
10949665,夕拾二式树人君,1,4746066,499850,70822,766617,4746066.0,0.1053,1
449405502,鲁三胖,1,4743954,378228,93868,613374,4743954.0,0.0797,1
24301201,马蹄厨房,1,4739298,171004,73246,452235,4739298.0,0.0361,0
39357711,拉布拉猪奶茶,1,4722062,224582,58416,407570,4722062.0,0.0476,0
317461926,俄罗斯导游阿杜,1,4719806,283743,8066,340671,4719806.0,0.0601,0
33716779,莉亚lyasmind,1,4716027,525609,57133,693897,4716027.0,0.1115,0
414388667,BW霄,1,4714182,451629,48523,666247,4714182.0,0.0958,0
3493274906003791,好梦一日游zi,1,4710997,586876,318113,994877,4710997.0,0.1246,1
1561952092,活死人的B站账号,1,4710322,202470,128721,486505,4710322.0,0.043,0
644292680,林壮士啊,1,4705324,389536,62603,561356,4705324.0,0.0828,1
1220869863,小商的拍车日记,1,4703690,687812,82004,869909,4703690.0,0.1462,1
1155660459,二酱不怕不怕,1,4702752,149964,26452,267187,4702752.0,0.0319,0
37974275,寿司为什么,1,4702128,349596,152690,653381,4702128.0,0.0743,1
15076745,彩虹酱哇,1,4701884,675971,48398,883377,4701884.0,0.1438,1
38681714,星云画画,1,4699797,420055,139307,812120,4699797.0,0.0894,1
491461719,笑点情报局,1,4698645,116429,25528,207988,4698645.0,0.0248,0
1209128293,32分钟_和平精英,1,4689478,55524,4869,182420,4689478.0,0.0118,0
3546731908171869,是许木木啊,1,4686298,253001,26505,370953,4686298.0,0.054,0
481434238,Ele实验室,1,4684190,389016,257845,858613,4684190.0,0.083,0
20555379,紫光-君,1,4681885,234250,76633,400313,4681885.0,0.05,1
397526548,技术小杭,1,4677083,297357,236546,603712,4677083.0,0.0636,1
3546802200513213,-丝路,1,4669801,305506,6488,388352,4669801.0,0.0654,0
271706598,Valorant最后一束光,1,4668902,352391,113628,629632,4668902.0,0.0755,0
507249893,郑童童_,1,4668415,490089,124900,692623,4668415.0,0.105,1
3494357852227800,玉雕韩,1,4666764,311315,93610,433473,4666764.0,0.0667,1
496836902,初维开,1,4665639,373359,106421,672040,4665639.0,0.08,1
326454552,平凡的月老,1,4660843,315678,55064,468152,4660843.0,0.0677,1
3537104485223314,小博博三角洲行动,1,4660230,254427,8458,327505,4660230.0,0.0546,0
19486818,MoreBoost,1,4658376,370226,105173,657475,4658376.0,0.0795,0
100177449,五木一兔,1,4653403,76500,20027,190898,4653403.0,0.0164,0
10413118,哇好大的花生米,1,4648963,384936,298801,851936,4648963.0,0.0828,1
456782283,在下乌鸦有何贵干,1,4647993,294207,18671,359418,4647993.0,0.0633,0
1433934891,纪不住up,1,4643321,174022,39365,291615,4643321.0,0.0375,0
12264197,梅狸猫Sean,1,4636426,278053,36858,421356,4636426.0,0.06,1
651410600,中国平安,1,4635325,625236,66396,859238,4635325.0,0.1349,1
284845773,老坚果然翁,1,4631161,311314,149383,590740,4631161.0,0.0672,0
45139165,阿植ZHI,1,4630761,418473,119412,620461,4630761.0,0.0904,0
11164088,龙馍馍,1,4630019,154788,7082,194258,4630019.0,0.0334,0
13118294,超级神奇的木偶,1,4626996,255846,45209,357926,4626996.0,0.0553,0
3493269726038246,渣叔懂装修,1,4626716,217912,16872,407202,4626716.0,0.0471,1
509069409,幼蓝蓝,1,4626637,193884,40061,304826,4626637.0,0.0419,1
30057852,安念Lanny,1,4614063,344674,109613,590474,4614063.0,0.0747,1
1401096910,一辣一辣hhh,1,4597219,647181,125839,922665,4597219.0,0.1408,1
51295679,异次元流落的一只羊,1,4584817,571794,104021,867269,4584817.0,0.1247,1
3546872421550169,杨社长画的好啊,1,4581461,328167,63051,533193,4581461.0,0.0716,0
351346996,疯狂的曹某人,1,4575617,437325,45848,571281,4575617.0,0.0956,0
476874047,YJY0807qwq,1,4567853,236460,27320,375180,4567853.0,0.0518,0
21442590,馄饨皮茄总,1,4567815,440602,132223,733892,4567815.0,0.0965,1
3494376638516086,喵喵即正义,1,4564017,162920,14427,218276,4564017.0,0.0357,0
86094347,白日失眠崽崽子,1,4563847,211899,131180,469570,4563847.0,0.0464,1
345898856,渣渣与脆脆Shark,1,4563611,173515,30295,297380,4563611.0,0.038,0
1051357359,只因宝宝儿,1,4563480,590886,267833,945683,4563480.0,0.1295,1
86183952,哨子饱饱,1,4560327,492530,13312,598676,4560327.0,0.108,1
1935539577,钢岚官方,1,4557141,62929,6080,87621,4557141.0,0.0138,0
226178777,街头社区,1,4557067,358137,196588,755556,4557067.0,0.0786,1
3546381499238599,小陈陈爱钓鱼,1,4547420,357341,40958,471953,4547420.0,0.0786,1
305868548,Lana-Dey-Rey,1,4543270,276990,9836,381544,4543270.0,0.061,0
550515990,_风过大泽,1,4540947,87384,6881,107824,4540947.0,0.0192,0
219683419,演员陆二喜,1,4539661,451430,66160,600326,4539661.0,0.0994,1
1342910,浪里白朴piao,1,4536253,143657,14261,220640,4536253.0,0.0317,0
3546617399478962,老板连b站也不刷,1,4531890,259433,15297,330030,4531890.0,0.0572,0
65590752,鲲局长,1,4527278,374124,18361,460251,4527278.0,0.0826,0
411699052,奶油鸽子精,1,4527184,279005,166752,563449,4527184.0,0.0616,0
438694528,极致画迹,1,4522847,125178,1400,159288,4522847.0,0.0277,0
244144308,大司马工作室,1,4522542,459694,12959,503456,4522542.0,0.1016,0
10684184,-妞妞妞-,1,4520683,511283,35273,615796,4520683.0,0.1131,1
7754948,一棵一棵,1,4518670,360000,26250,476256,4518670.0,0.0797,1
12434430,LinusTechTips,1,4514762,139115,15299,202486,4514762.0,0.0308,0
312741666,WAI-你听,1,4512014,215353,60550,359680,4512014.0,0.0477,0
526220918,吐槽一哥Alonzo,1,4511602,258752,79817,417827,4511602.0,0.0574,0
598529242,特仑苏官方账号,1,4509027,37327,3732,51510,4509027.0,0.0083,0
12772522,Nemo-ssc,1,4496113,149593,32785,336938,4496113.0,0.0333,0
594115,ina喵,1,4487854,433452,27627,585707,4487854.0,0.0966,1
3546775998696143,小宋-SH,1,4487751,184360,43435,311332,4487751.0,0.0411,0
95913348,指尖QAQ,1,4485961,252239,81433,466155,4485961.0,0.0562,0
398568324,茜茜的旅行,1,4479649,497007,25021,563090,4479649.0,0.1109,0
11332884,Key725,1,4473421,191142,50645,382797,4473421.0,0.0427,0
378858625,原来是小诚,1,4470435,484504,79588,743496,4470435.0,0.1084,1
1805992672,创作失败,1,4466490,412110,26855,535714,4466490.0,0.0923,0
470852994,写竹人,1,4463959,466339,26892,577571,4463959.0,0.1045,0
674888583,啊Sai在纽约,1,4460026,587559,97810,878011,4460026.0,0.1317,1
250508441,淘宝,1,4456165,213324,21111,337558,4456165.0,0.0479,0
3546569859140469,霉冥_,1,4449873,429889,22939,626888,4449873.0,0.0966,1
578013373,武当师一道院,1,4445702,392247,8149,454590,4445702.0,0.0882,0
1590640603,说车的姚老板,1,4443097,280219,4284,308258,4443097.0,0.0631,0
3546794552199406,米饭仙人FFyasueda,1,4439899,612696,33802,732712,4439899.0,0.138,1
3546864601270901,云篆写空山,1,4439756,371328,20742,497763,4439756.0,0.0836,0
44932019,Lct火红枣,1,4436170,328728,74896,528305,4436170.0,0.0741,1
270622470,神秘猫头鹰,1,4435065,98201,47960,199073,4435065.0,0.0221,0
17892516,DJGunbuster,1,4418029,426069,35292,553041,4418029.0,0.0964,0
287529225,提着刀的胖虎,1,4416255,320388,102881,500825,4416255.0,0.0725,0
3546799021230724,勇锅奶糖,1,4414651,335217,21236,411707,4414651.0,0.0759,0
627187790,纯澜_JUNNRAN,1,4414339,334289,26436,468215,4414339.0,0.0757,0
108563098,三木章,1,4404046,84201,1486,98534,4404046.0,0.0191,0
454802537,阿志-三国志战略版,1,4384460,184697,35985,264412,4384460.0,0.0421,1
24314825,猫店,1,4381341,266930,129976,541675,4381341.0,0.0609,0
112366173,菇菇和呱呱,1,4380538,390567,299120,903616,4380538.0,0.0892,1
13333897,小钟热线,1,4377235,49372,10652,101258,4377235.0,0.0113,0
50295692,邓峰萌萌摔肿了,1,4368071,534440,4697,620341,4368071.0,0.1224,0
5687194,银发の半精灵,1,4362453,291057,176273,656987,4362453.0,0.0667,0
2109291877,宫赫音NHz,1,4361463,411750,131098,693961,4361463.0,0.0944,0
94602207,闫闯说车,1,4358576,37239,1077,42793,4358576.0,0.0085,0
487505057,池早是我,1,4354405,571532,209356,954300,4354405.0,0.1313,1
501958546,爱小鲤鱼年更版,1,4352163,426660,77716,661587,4352163.0,0.098,0
1746158065,新月同行,1,4347490,84020,22203,151833,4347490.0,0.0193,1
10380815,有超超,1,4346176,391135,297206,872946,4346176.0,0.09,1
3546873830836505,会点手工的老表,1,4343017,297652,172300,578771,4343017.0,0.0685,0
1091065001,赵鹏,1,4341017,263573,37959,364860,4341017.0,0.0607,0
47244488,麻子蹲,1,4337559,363501,227303,705911,4337559.0,0.0838,0
3493114207537952,烫甲鱼,1,4336885,277160,13405,369946,4336885.0,0.0639,0
263615749,就你叫阿益是吧,1,4325923,750346,268286,1192130,4325923.0,0.1735,1
351197413,微笑Fortune,1,4323347,254706,69461,464817,4323347.0,0.0589,1
2827946,鋃月,1,4317565,311948,200523,731874,4317565.0,0.0723,0
2386794,青厌君,1,4312285,459002,233689,889002,4312285.0,0.1064,1
3546599921814396,世界启元手游,1,4302889,56179,4814,86315,4302889.0,0.0131,0
504799975,达哥在上海,1,4302600,38159,1493,55140,4302600.0,0.0089,0
32172331,-战场原-,1,4302269,202160,162830,540631,4302269.0,0.047,1
1642486527,胡胡董,1,4297204,615304,77338,872720,4297204.0,0.1432,1
478832800,大刀王五EP,1,4290776,211729,37735,375884,4290776.0,0.0493,0
20841379,7鲸尾,1,4290249,337411,83377,485634,4290249.0,0.0786,1
42870908,网不红萌叔Joey,1,4287304,258097,2479,301107,4287304.0,0.0602,0
295738966,story环球旅行中,1,4287258,226042,65860,407924,4287258.0,0.0527,0
6410081,Yの君,1,4285876,582842,479674,1378442,2142938.0,0.136,2
1431529064,羅同學,1,4278236,329518,12392,410861,4278236.0,0.077,0
35062046,万事屋大磨头,1,4272057,245049,12202,334247,4272057.0,0.0574,0
1385037217,痞仔伯爵,1,4271409,230295,46509,348567,4271409.0,0.0539,0
352896967,大橘也饿了,1,4264556,282318,110819,539389,4264556.0,0.0662,0
488236820,画画的方面面,1,4264496,516638,37594,614639,4264496.0,0.1211,1
3494360540777110,老师好我叫白鼠同学,1,4262276,125548,26320,244405,4262276.0,0.0295,0
337294714,极速拍档-Berlin,1,4258715,131904,24733,199310,4258715.0,0.031,0
3546868241926891,伊莫,1,4252407,125229,31431,241181,4252407.0,0.0294,1
138624168,方猫boom,1,4252055,290649,170953,552465,4252055.0,0.0684,1
3494360496737152,909-章老师,1,4250371,699161,64617,906402,4250371.0,0.1645,1
523608103,给我一个镜头V,1,4249623,462375,212669,853173,4249623.0,0.1088,1
348150122,一饼干杯,1,4247682,416929,57093,596317,4247682.0,0.0982,0
3546391005628837,梁天棒,1,4247104,304697,74381,458207,4247104.0,0.0717,0
77050543,太阳游戏百科全说,1,4240994,189692,14781,240557,4240994.0,0.0447,0
472173533,如花一枝花花,1,4238573,380752,16976,494461,4238573.0,0.0898,1
399752044,搬翘,1,4236562,351984,154831,656825,4236562.0,0.0831,1
3546908358347418,不送外卖的硕士老范,1,4231416,203649,124142,408491,4231416.0,0.0481,0
304668637,喵内゛,1,4222395,245343,103459,462143,4222395.0,0.0581,0
1178439104,我叫毕语航,1,4216075,276409,52836,428031,4216075.0,0.0656,0
1029160345,Mr-Ferret,1,4207186,317813,17823,426233,4207186.0,0.0755,1
3546625452542554,自然锦鲤_,1,4173230,131573,27600,284126,4173230.0,0.0315,0
70326069,余轩yx,1,4172994,170209,31194,238349,4172994.0,0.0408,0
444959794,不会聊天的小七,1,4171239,310971,30575,411748,4171239.0,0.0746,0
22257030,前进的Hania,1,4168217,221049,162497,568235,4168217.0,0.053,1
484678371,不腐YE,1,4160966,392148,22991,563724,4160966.0,0.0942,1
3546379674716986,怪物猎人旅人,1,4159593,138170,6729,219368,4159593.0,0.0332,0
5432766,神威-狗剩,1,4159226,203775,8992,273328,4159226.0,0.049,1
313140441,不愚人的愚人杰,1,4159192,406082,26638,541625,4159192.0,0.0976,0
27374685,麻烦摩摩叩,1,4147984,142078,57913,335594,4147984.0,0.0343,0
288574164,早川大寒,1,4143749,287797,96717,510245,4143749.0,0.0695,0
1437482249,剪狗毛的倩哥,1,4141378,308492,5189,374824,4141378.0,0.0745,0
1696693983,王一一古风,1,4139466,631576,45057,756103,4139466.0,0.1526,0
538013441,路金波-读一页书,1,4138813,306439,147071,669413,4138813.0,0.074,1
314466447,酷哥李pink儿,1,4123283,41596,3085,131192,4123283.0,0.0101,0
1144336411,地图侦探,1,4117547,432856,156073,704041,4117547.0,0.1051,1
3546683126319258,桂田姥姥,1,4114746,348940,27791,425981,4114746.0,0.0848,0
305956876,腥味猫罐,1,4106865,521330,106680,823782,4106865.0,0.1269,0
1383502580,跃然脂上,1,4104372,255452,13088,325299,4104372.0,0.0622,0
476224259,苏尧的动物园,1,4102907,286760,9402,351882,4102907.0,0.0699,0
1772129618,回乡一朱,1,4101012,559188,112849,780534,4101012.0,0.1364,1
482213447,闪电侠-flash,1,4097054,313085,8097,389125,4097054.0,0.0764,1
513722566,汪品先,1,4084851,515717,190925,790108,4084851.0,0.1263,1
3546393310398600,机夹小翔,1,4083308,494257,183157,794152,4083308.0,0.121,1
313724156,卢本偽的师傅丶r,1,4081370,269000,231175,689560,4081370.0,0.0659,1
70558006,凌云仗剑走天涯,1,4075886,48898,18665,99251,4075886.0,0.012,0
23085689,一马平川的妥妥,1,4074135,159838,34309,219529,4074135.0,0.0392,0
25666164,恩雅NYA,1,4066341,235109,158682,586672,4066341.0,0.0578,0
28348490,咆哮丶土拨鼠,1,4064554,160623,73151,310663,4064554.0,0.0395,0
341676398,每天都想吃生鱼片,1,4057577,324625,47754,417681,4057577.0,0.08,0
29373131,阿木爷爷,1,4054726,389252,25027,450881,4054726.0,0.096,0
452941348,果冻lui,1,4053650,445887,300974,943467,4053650.0,0.11,1
1233726347,橘右美美子,1,4047634,467955,81733,610168,4047634.0,0.1156,0
3546681624758320,chevyha,1,4046233,346810,102160,568595,4046233.0,0.0857,1
179782501,潘子鸟,1,4045227,370079,64310,574621,4045227.0,0.0915,1
9429358,课间琐事,1,4045144,216665,7039,253295,4045144.0,0.0536,0
71869861,孙逸轰,1,4043904,578683,40796,769672,4043904.0,0.1431,1
489248765,李娇娥-,1,4041586,263892,8068,297511,4041586.0,0.0653,0
2002257376,Prism阿锐,1,4041166,643581,60955,831721,4041166.0,0.1593,0
336571870,小叮当的一家,1,4022191,398902,28423,468031,4022191.0,0.0992,0
95139901,GDK锦衣,1,4019849,668796,52797,832362,4019849.0,0.1664,0
438074196,闲D嘞,1,4014957,22115,4868,50178,4014957.0,0.0055,0
141382128,弹吉他的张大猫,1,4013225,355197,134232,600654,4013225.0,0.0885,0
614466674,黄强强_,1,4011341,275552,1447,332949,4011341.0,0.0687,0
1757997372,啊Pro派,1,4009614,232709,8240,303895,4009614.0,0.058,0
381971659,菜腿小崔,1,4005736,60631,5530,104205,4005736.0,0.0151,0
1119878117,我是小妖怪,1,3999595,151348,30124,221626,3999595.0,0.0378,0
487981365,摄影师鬼迹,1,3999278,604811,59974,725262,3999278.0,0.1512,0
393362081,李明泽大改编,1,3994840,528101,84595,721157,3994840.0,0.1322,0
43707221,4A广告提案网,1,3992745,344055,100022,604612,3992745.0,0.0862,1
478691043,穿毛裤的小拉泽,1,3991561,155312,24866,261009,3991561.0,0.0389,0
3706944594381044,吉时已到,1,3989747,73774,53564,223862,3989747.0,0.0185,0
375214839,DNF忠诚冒险家,1,3989059,90041,19548,157820,3989059.0,0.0226,0
4976111,龚琳娜,1,3982782,188557,61876,297936,3982782.0,0.0473,1
19584552,CCheny6,1,3979119,93818,36506,245467,3979119.0,0.0236,0
355384645,sekaiの光子,1,3977639,176080,50415,288283,3977639.0,0.0443,0
2028122299,客岭苹果,1,3974813,312503,35889,415569,3974813.0,0.0786,1
3706960165734620,灶台阿连,1,3974179,325502,42492,534400,3974179.0,0.0819,1
512105432,玉麒麟钢板仙人,1,3973703,266470,40828,343397,3973703.0,0.0671,1
1523830423,长白山老万,1,3973135,241836,27289,316610,3973135.0,0.0609,0
34084607,韩承霄Hammer,1,3972849,281134,25466,380560,3972849.0,0.0708,0
236574844,Minecraft小救星,1,3964027,86938,7877,244763,3964027.0,0.0219,0
526037585,法斯The,1,3964026,257984,56741,466756,3964026.0,0.0651,0
259551152,我叫随小风,1,3959694,275806,237562,700951,3959694.0,0.0697,1
204980022,玩主小小虫,1,3957450,198932,138060,438622,3957450.0,0.0503,0
306355384,张哥的汽车Vlog,1,3951873,393060,40526,519015,3951873.0,0.0995,1
475230924,铁铁铁盒,1,3949469,573462,98091,886595,3949469.0,0.1452,1
221848257,涛涛的小时光,1,3945296,255722,185477,504167,3945296.0,0.0648,1
15584704,光与GLASSART-陈墨,1,3943014,317050,13378,364254,3943014.0,0.0804,0
89455954,鹤Bahet,1,3939757,518291,152441,820881,3939757.0,0.1316,1
390082341,冰汝看美国,1,3939645,176588,35236,261263,3939645.0,0.0448,0
39012132,RockyRoo,1,3939620,267228,72175,451315,3939620.0,0.0678,0
3493132358388034,代号CF0,1,3938204,87616,7802,129814,3938204.0,0.0222,0
348618329,元老魔的世界,1,3935286,168820,154991,445646,3935286.0,0.0429,1
1859189432,一诺求生录,1,3934693,484339,12218,559020,3934693.0,0.1231,0
674056889,粉笔战争SoKrispy,1,3934441,314751,153265,616568,3934441.0,0.08,1
401569378,楼上钱某,1,3930266,335566,104180,614136,3930266.0,0.0854,0
35847683,峰哥亡命天涯,1,3928852,117057,34914,244348,3928852.0,0.0298,0
197427372,某哲君丶,1,3917207,379545,105058,562198,3917207.0,0.0969,1
475944077,LIAN阿厘,1,3915034,417254,133259,705949,3915034.0,0.1066,0
660013124,曾哥振弟,1,3912147,446591,41702,571040,3912147.0,0.1142,1
102361671,一坨馬,1,3911375,211004,88445,417171,3911375.0,0.0539,0
12248823,-撩人心-,1,3910759,257619,216199,606367,3910759.0,0.0659,0
1606210274,女神异闻录夜幕魅影,1,3905939,73349,22365,146309,3905939.0,0.0188,0
451664,刘师兄_liujun,1,3894562,266505,141382,500676,3894562.0,0.0684,0
65538469,葡萄的叮当猫,1,3894446,151962,94512,311655,3894446.0,0.039,0
507085963,比彼,1,3891377,444700,45610,647313,3891377.0,0.1143,0
395834429,泡影FoeM,1,3889486,195120,84804,425471,3889486.0,0.0502,0
216156027,小高姐的魔法调料,1,3887068,176130,58225,354159,3887068.0,0.0453,1
12338208,驱动笑颜,1,3885273,309908,13847,486897,3885273.0,0.0798,1
431581976,悦耳钢琴-小晖,1,3882969,214431,185032,576288,3882969.0,0.0552,0
89031393,夜半三更_,1,3879508,404918,147895,763262,3879508.0,0.1044,1
3461579184015582,闪耀优俊少女,1,3877002,62534,4590,82286,3877002.0,0.0161,0
381301481,图灵测试未及格,1,3876017,212487,40441,379240,3876017.0,0.0548,0
74161368,掺酒_Crane,1,3875942,140382,6635,226339,3875942.0,0.0362,0
404177655,纠结的柠檬君,1,3875567,204759,28377,388600,3875567.0,0.0528,0
3493278177561307,biubiu酱紫玩,1,3875507,161302,14052,204723,3875507.0,0.0416,0
6249909,冰绎,1,3872941,260044,44740,405779,3872941.0,0.0671,0
1910004,罐罐小狗,1,3865021,364894,28853,482544,3865021.0,0.0944,0
361735663,金刚舞蹈,1,3864522,224140,46489,389176,3864522.0,0.058,0
374716732,渔人阿烽,1,3864335,299340,248363,610899,3864335.0,0.0775,1
398107363,叶笛云央,1,3863414,379060,64187,569793,3863414.0,0.0981,0
667710632,三个猪鼓励,1,3861079,208676,3829,231916,3861079.0,0.054,0
1612935698,法兰西小欣欣,1,3858226,186492,2790,214022,3858226.0,0.0483,0
25863051,常乐兄弟,1,3857621,283367,220913,530428,3857621.0,0.0735,0
439248,景辉_Irony,1,3857289,278282,191388,694749,3857289.0,0.0721,0
479614597,古咕古菌,1,3850870,146048,7384,193590,3850870.0,0.0379,0
633193,离谱的东仔,1,3850382,199646,9766,248688,3850382.0,0.0519,0
572168985,斜杠玩家吉叔,1,3846712,507939,298341,989407,3846712.0,0.132,1
32606879,果子哥哥工作室,1,3845555,331251,36102,509137,3845555.0,0.0861,0
488175455,米卡丘Mica,1,3842575,286265,126049,532090,3842575.0,0.0745,1
627058696,猫顿庄园,1,3839406,248302,28250,370474,3839406.0,0.0647,0
3546686590814305,万物契约,1,3828179,107534,24530,197069,3828179.0,0.0281,1
23199013,功必扬队长,1,3825318,174367,30536,247364,3825318.0,0.0456,0
354118489,边牧coffee的一家,1,3825159,251715,246085,535369,3825159.0,0.0658,0
8944321,破在没杰,1,3824583,254626,132142,512082,3824583.0,0.0666,0
9512868,胖家军-陈胖胖,1,3823196,343358,72505,460937,3823196.0,0.0898,1
2080561247,空之要塞启航,1,3820285,69402,5776,97446,3820285.0,0.0182,0
43830802,伍六_七,1,3819520,371210,155415,690021,3819520.0,0.0972,0
18070561,KiddyLee周全,1,3817884,345569,71435,528647,3817884.0,0.0905,1
701550488,热心市民周湿傅,1,3816414,303952,239926,682304,3816414.0,0.0796,1
423736964,Vintage乔修,1,3808543,32826,7693,87900,3808543.0,0.0086,0
677077447,小麦种子吖,1,3805561,134443,61183,362226,3805561.0,0.0353,0
297136,孙探长笔记,1,3799919,352319,22377,480977,3799919.0,0.0927,1
501397518,芜湖给力奥,1,3789885,457333,98912,714646,3789885.0,0.1207,1
2743119,紫嘉儿,1,3785618,183810,14774,293576,3785618.0,0.0486,0
331507846,Jack-Cui,1,3783455,220748,92368,502728,3783455.0,0.0583,1
7503663,泡椒_泡椒,1,3783137,185645,37265,324747,3783137.0,0.0491,0
86236791,尤菲莉亚玛泽塔,1,3782106,281338,238180,651904,1891053.0,0.0744,2
1266160043,北京青年x壹次访谈录,1,3782000,140311,17747,191225,3782000.0,0.0371,0
4938763,小心头-小意头,1,3780399,499388,73238,696232,3780399.0,0.1321,1
267673640,车瓶人虹泽RC,1,3776186,310429,11202,401843,3776186.0,0.0822,1
59540023,王一工iMok,1,3771752,246352,9332,300526,3771752.0,0.0653,0
383444910,尤超白,1,3769613,273559,156025,600151,3769613.0,0.0726,0
36789537,明月沧澜,1,3766299,212579,27234,336182,3766299.0,0.0564,1
1357115005,微距世界MacroRoom,1,3764521,376727,179147,735727,3764521.0,0.1001,0
1827922782,职场变形记,1,3760758,304516,6993,328953,3760758.0,0.081,0
12098841,Nero_闪灵,1,3758337,332168,201889,701661,3758337.0,0.0884,1
11030184,猫村猫村,1,3752310,485241,27270,623172,3752310.0,0.1293,1
691099655,马李澳到处钓,1,3747881,153858,29816,200387,3747881.0,0.0411,0
342762439,皮皮皮皮皮皮皮卡乒,1,3747337,317051,132450,486644,3747337.0,0.0846,0
13458092,笔龙XDDD,1,3745359,268218,81472,545759,3745359.0,0.0716,0
75845535,超正经东叔,1,3744964,248202,3539,276521,3744964.0,0.0663,0
33902743,派三叔iPython3,1,3744605,310189,233873,723941,3744605.0,0.0828,0
275344092,小郑还挺忙,1,3744278,74707,6812,164599,3744278.0,0.02,0
252895442,牛甜甜-,1,3740403,558341,11201,607765,3740403.0,0.1493,1
11793131,KILLLER绅士,1,3735445,224951,170785,488865,3735445.0,0.0602,0
515893778,和小火车看动物,1,3731609,195346,3445,262672,3731609.0,0.0523,0
11429061,夏叔厨房,1,3727003,292789,15178,390738,3727003.0,0.0786,1
593987248,九夜听风,1,3725990,210182,72715,355117,3725990.0,0.0564,0
2018186543,高卫钧,1,3723918,656806,183144,979391,3723918.0,0.1764,1
1195284234,李白尼的猜想,1,3723413,215382,17286,283531,3723413.0,0.0578,0
70421653,新倩女幽魂电脑版,1,3721727,80770,12764,155915,3721727.0,0.0217,1
1922520867,海边二狗哥,1,3718730,235079,25660,418717,3718730.0,0.0632,1
3546733590087876,胜利女神新的希望,1,3717954,100201,2776,136218,3717954.0,0.027,0
87814218,一颗青椒oh,1,3716949,340498,68313,492771,3716949.0,0.0916,1
332835876,三根葱,1,3715804,357607,15251,408152,3715804.0,0.0962,1
26426047,remrofsnart,1,3712339,317107,216041,687688,3712339.0,0.0854,1
661440317,-藤子Fujiko-,1,3712178,394445,26392,479485,3712178.0,0.1063,0
352637817,品诺美食开课啦,1,3711260,310523,125780,489845,3711260.0,0.0837,1
395408274,江户川肥喵酱,1,3708317,173690,32148,337295,3708317.0,0.0468,0
631070414,折原露露,1,3703524,185303,43225,283616,3703524.0,0.05,0
3493263243741785,笑敛爱骑行,1,3702152,514329,201427,833796,3702152.0,0.1389,1
512032172,洛克王国洛洛-,1,3698941,361557,56826,472338,3698941.0,0.0977,0
1359172699,非非宇Fay,1,3696825,445567,90179,608749,3696825.0,0.1205,1
414860281,Magazet_qfj,1,3689204,281145,161002,596930,3689204.0,0.0762,1
28033852,画小人的罗元,1,3686276,708796,68395,863847,3686276.0,0.1923,1
470015542,普朗特-PRUMT,1,3686168,105339,29239,180279,3686168.0,0.0286,0
3879537,Dr-M1887,1,3683547,203578,123495,468057,3683547.0,0.0553,1
1161293499,体坛人物,1,3679679,130968,41867,252049,3679679.0,0.0356,0
17989235,请叫我龙小白,1,3678663,62716,3819,98824,3678663.0,0.017,1
391100,____轩,1,3678138,184668,46962,375393,3678138.0,0.0502,0
107135425,纸巾y_,1,3676009,171397,40368,283110,3676009.0,0.0466,0
1897919,青炎QinY,1,3674730,161204,46879,253593,3674730.0,0.0439,0
33621433,小狮子piano,1,3674141,311437,114215,485878,3674141.0,0.0848,0
3546656066767180,凯哥超爱玩,1,3670347,503913,45576,633140,3670347.0,0.1373,1
324072946,国家二级飞行员,1,3669324,268553,7749,313165,3669324.0,0.0732,0
238165152,闲人1943,1,3666382,367380,47461,519345,3666382.0,0.1002,1
2033162885,芝士解结,1,3665916,125121,8672,177392,3665916.0,0.0341,0
451959062,阿緯超勇der,1,3656875,510436,62426,697622,3656875.0,0.1396,1
33834716,打不过就机械降神,1,3650710,280309,19875,366168,3650710.0,0.0768,0
12913627,橘域网,1,3650338,178489,39985,268730,3650338.0,0.0489,0
105537627,善良的柚子,1,3648901,288176,108574,499891,3648901.0,0.079,1
100764569,阿正很硬,1,3647635,345320,62640,431457,3647635.0,0.0947,1
24808721,吃素的阿飞,1,3645972,215560,72007,331698,3645972.0,0.0591,1
692277525,解说米勒,1,3643991,470429,101539,603112,3643991.0,0.1291,1
6989892,哎呀老付,1,3643006,469236,288079,896095,3643006.0,0.1288,1
11914415,严伯钧,1,3641715,289444,10373,353788,3641715.0,0.0795,0
359844033,大乾乾是顾乾宇,1,3641123,277614,9977,353004,3641123.0,0.0762,0
19495521,芒果蘸沙拉,1,3636459,518449,102374,810292,3636459.0,0.1426,0
41039728,博丽x海苔,1,3633255,308103,149865,642753,3633255.0,0.0848,0
294665086,任天明月,1,3632395,362584,73456,515527,3632395.0,0.0998,0
2798449,T2o,1,3631702,146968,57945,319828,3631702.0,0.0405,0
521471210,嘤乐人-皮咔,1,3628428,411637,197609,757981,3628428.0,0.1134,0
391947028,耿奶奶丈量人间,1,3627539,502027,9276,548780,3627539.0,0.1384,0
296092268,碎嘴企鹅,1,3625623,536843,70239,717330,3625623.0,0.1481,1
175478009,卿初萸蓝,1,3621254,188811,103464,379341,3621254.0,0.0521,1
87414963,小艾伦-Eren,1,3620865,232184,90084,425619,3620865.0,0.0641,0
